"location","context","source","target"
"doc.annexes.a2.3_learning_outcomes.table_cell.c52614f955ed","annexes.a2.3_learning_outcomes|table_cell","LO1.1.08","LO1.1.08"
"doc.annexes.a2.3_learning_outcomes.table_cell.d41adcc0ca0b","annexes.a2.3_learning_outcomes|table_cell","Identify strategies that provide more relevant digital search results or outputs.","Strategieën identificeren die relevantere digitale zoekresultaten of outputs opleveren."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.1","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.3","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.6","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.0ce7ac26894c","annexes.a2.3_learning_outcomes|table_cell","LO1.1.09","LO1.1.09"
"doc.annexes.a2.3_learning_outcomes.table_cell.102fcd6c6d2e","annexes.a2.3_learning_outcomes|table_cell","Distinguish between more and less relevant digital search results or outputs.","Onderscheid maken tussen meer en minder relevante digitale zoekresultaten of outputs."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.2","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.4","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.7","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.5dc3b4e732f7","annexes.a2.3_learning_outcomes|table_cell","LO1.1.10","LO1.1.10"
"doc.annexes.a2.3_learning_outcomes.table_cell.4ae55b22a7da","annexes.a2.3_learning_outcomes|table_cell","Select appropriate digital search tools based on information needs.","Geschikte digitale zoekhulpmiddelen selecteren op basis van informatiebehoeften."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.3","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.2","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.8","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.072b71e77cad","annexes.a2.3_learning_outcomes|table_cell","LO1.1.11","LO1.1.11"
"doc.annexes.a2.3_learning_outcomes.table_cell.ed013de11495","annexes.a2.3_learning_outcomes|table_cell","Translate information needs into effective digital search queries, commands or statements.","Informatiebehoeften vertalen in effectieve digitale zoekopdrachten, commando's of verklaringen."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.4","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.3","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.9","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.fca2070d6855","annexes.a2.3_learning_outcomes|table_cell","LO1.1.12","LO1.1.12"
"doc.annexes.a2.3_learning_outcomes.table_cell.a1e788252856","annexes.a2.3_learning_outcomes|table_cell","Apply appropriate strategies to refine or filter existing digital results or outputs.","Passende strategieën toepassen om bestaande digitale resultaten of outputs te verfijnen of te filteren."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.5","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.4","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.10","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.ababadc432d4","annexes.a2.3_learning_outcomes|table_cell","LO1.1.13","LO1.1.13"
"doc.annexes.a2.3_learning_outcomes.table_cell.1206691a81e2","annexes.a2.3_learning_outcomes|table_cell","Continually explore functions and features of familiar and novel digital search tools.","Voortdurend de functies en kenmerken van vertrouwde en nieuwe digitale zoekhulpmiddelen verkennen."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.2","annexes.a2.3_learning_outcomes|table_cell","Attitude","Houding"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.11","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.56012793da7b","annexes.a2.3_learning_outcomes|table_cell","LO1.1.14","LO1.1.14"
"doc.annexes.a2.3_learning_outcomes.table_cell.5313c4373326","annexes.a2.3_learning_outcomes|table_cell","Prioritise deepening one’s existing search capabilities.","Prioriteit geven aan het verdiepen van de eigen bestaande zoekvaardigheden."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.1","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.3","annexes.a2.3_learning_outcomes|table_cell","Attitude","Houding"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.12","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.a8e82f57571b","annexes.a2.3_learning_outcomes|table_cell","LO1.1.15","LO1.1.15"
"doc.annexes.a2.3_learning_outcomes.table_cell.619c4d969cf7","annexes.a2.3_learning_outcomes|table_cell","Combine a variety of digital search tools and strategies to address complex information needs.","Een verscheidenheid aan digitale zoekhulpmiddelen en strategieën combineren om complexe informatiebehoeften aan te pakken."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.2","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.5","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.13","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.f4ee882c143a","annexes.a2.3_learning_outcomes|table_cell","LO1.1.16","LO1.1.16"
"doc.annexes.a2.3_learning_outcomes.table_cell.3a7cee8fa071","annexes.a2.3_learning_outcomes|table_cell","Assist others in developing their digital search capabilities.","Anderen helpen bij het ontwikkelen van hun digitale zoekvaardigheden."
"doc.annexes.a2.3_learning_outcomes.table_cell.19894f0a1736.3","annexes.a2.3_learning_outcomes|table_cell","Advanced","Gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.6","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.14","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.de685d8c82bf","annexes.a2.3_learning_outcomes|table_cell","LO1.1.17","LO1.1.17"
"doc.annexes.a2.3_learning_outcomes.table_cell.7d3e64934af6","annexes.a2.3_learning_outcomes|table_cell","Stay informed about developments in digital search technologies.","Op de hoogte blijven van ontwikkelingen in digitale zoektechnologieën."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.4","annexes.a2.3_learning_outcomes|table_cell","Attitude","Houding"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.15","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.21668fee3d4b","annexes.a2.3_learning_outcomes|table_cell","LO1.1.18","LO1.1.18"
"doc.annexes.a2.3_learning_outcomes.table_cell.096c313faca9","annexes.a2.3_learning_outcomes|table_cell","Assess and evaluate developments in digital search technologies in a given context to support decision- making.","Ontwikkelingen in digitale zoektechnologieën in een gegeven context beoordelen en evalueren ter ondersteuning van besluitvorming."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.1","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.7","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.16","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.66d846a55073","annexes.a2.3_learning_outcomes|table_cell","LO1.1.19","LO1.1.19"
"doc.annexes.a2.3_learning_outcomes.table_cell.7805cd546da6","annexes.a2.3_learning_outcomes|table_cell","Combine a variety of digital search tools and strategies to address highly complex or specialised information needs.","Een verscheidenheid aan digitale zoekhulpmiddelen en strategieën combineren om zeer complexe of gespecialiseerde informatiebehoeften aan te pakken."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.2","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.8","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.17","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.f02af6301b69","annexes.a2.3_learning_outcomes|table_cell","LO1.1.20","LO1.1.20"
"doc.annexes.a2.3_learning_outcomes.table_cell.f7a50e20700e","annexes.a2.3_learning_outcomes|table_cell","Assist others to implement and refine complex or specialised searches in digital environments.","Anderen helpen bij het uitvoeren en verfijnen van complexe of gespecialiseerde zoekopdrachten in digitale omgevingen."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.3","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.9","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.18","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.ee2dbe15c37b","annexes.a2.3_learning_outcomes|table_cell","LO1.1.21","LO1.1.21"
"doc.annexes.a2.3_learning_outcomes.table_cell.5d1737502b9f","annexes.a2.3_learning_outcomes|table_cell","Contribute to improvements in or new solutions for complex or specialised searches in digital environments.","Bijdragen aan verbeteringen in of nieuwe oplossingen voor complexe of gespecialiseerde zoekopdrachten in digitale omgevingen."
"doc.annexes.a2.3_learning_outcomes.table_cell.befe7e438300.4","annexes.a2.3_learning_outcomes|table_cell","Highly advanced","Zeer gevorderd"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.10","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.19","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.d38df616b9cb","annexes.a2.3_learning_outcomes|table_cell","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.2 Evaluating information\nBack to Section 3","COMPETENTIEGEBIED 1: ZOEKEN, EVALUEREN EN BEHEREN VAN INFORMATIE - Competentie 1.2 Evalueren van informatie\nTerug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.table_cell.d38df616b9cb.1","annexes.a2.3_learning_outcomes|table_cell","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.2 Evaluating information\nBack to Section 3","COMPETENTIEGEBIED 1: ZOEKEN, EVALUEREN EN BEHEREN VAN INFORMATIE - Competentie 1.2 Evalueren van informatie\nTerug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.table_cell.d38df616b9cb.2","annexes.a2.3_learning_outcomes|table_cell","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.2 Evaluating information\nBack to Section 3","COMPETENTIEGEBIED 1: ZOEKEN, EVALUEREN EN BEHEREN VAN INFORMATIE - Competentie 1.2 Evalueren van informatie\nTerug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.table_cell.d38df616b9cb.3","annexes.a2.3_learning_outcomes|table_cell","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.2 Evaluating information\nBack to Section 3","COMPETENTIEGEBIED 1: ZOEKEN, EVALUEREN EN BEHEREN VAN INFORMATIE - Competentie 1.2 Evalueren van informatie\nTerug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.table_cell.d38df616b9cb.4","annexes.a2.3_learning_outcomes|table_cell","COMPETENCE AREA 1: INFORMATION SEARCH, EVALUATION AND MANAGEMENT - Competence 1.2 Evaluating information\nBack to Section 3","COMPETENTIEGEBIED 1: ZOEKEN, EVALUEREN EN BEHEREN VAN INFORMATIE - Competentie 1.2 Evalueren van informatie\nTerug naar Sectie 3"
"doc.annexes.a2.3_learning_outcomes.table_cell.7f105e626849.1","annexes.a2.3_learning_outcomes|table_cell","ID","ID"
"doc.annexes.a2.3_learning_outcomes.table_cell.6b3e8b9eee21.1","annexes.a2.3_learning_outcomes|table_cell","Learning Outcome","Leerresultaat"
"doc.annexes.a2.3_learning_outcomes.table_cell.58455a4223da.1","annexes.a2.3_learning_outcomes|table_cell","Proficiency level","Beheersingsniveau"
"doc.annexes.a2.3_learning_outcomes.table_cell.7749ae779807.1","annexes.a2.3_learning_outcomes|table_cell","Knowledge, skill or attitude","Kennis, vaardigheid of houding"
"doc.annexes.a2.3_learning_outcomes.table_cell.37f41acb6b6e.1","annexes.a2.3_learning_outcomes|table_cell","AI label","AI-label"
"doc.annexes.a2.3_learning_outcomes.table_cell.943021112e86","annexes.a2.3_learning_outcomes|table_cell","LO1.2.01","LO1.2.01"
"doc.annexes.a2.3_learning_outcomes.table_cell.1d48af0e6c29","annexes.a2.3_learning_outcomes|table_cell","Acknowledge the benefits of a cautious approach in interpreting information and content in digital environments.","De voordelen erkennen van een voorzichtige aanpak bij het interpreteren van informatie en inhoud in digitale omgevingen."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.6","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.5","annexes.a2.3_learning_outcomes|table_cell","Attitude","Houding"
"doc.annexes.a2.3_learning_outcomes.table_cell.7c28f1540ccb","annexes.a2.3_learning_outcomes|table_cell","AI not Implicit or Explicit","AI noch Impliciet noch Expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.355961b765c1","annexes.a2.3_learning_outcomes|table_cell","LO1.2.02","LO1.2.02"
"doc.annexes.a2.3_learning_outcomes.table_cell.ef9ac69b1f4e","annexes.a2.3_learning_outcomes|table_cell","Distinguish between the source of digital content, and digital content itself.","Onderscheid maken tussen de bron van digitale inhoud en de digitale inhoud zelf."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.7","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.5","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.20","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.35cbc8e052b1","annexes.a2.3_learning_outcomes|table_cell","LO1.2.03","LO1.2.03"
"doc.annexes.a2.3_learning_outcomes.table_cell.b76bf89702f0","annexes.a2.3_learning_outcomes|table_cell","Recognise that some digital information sources and systems may not be trustworthy.","Erkennen dat sommige digitale informatiebronnen en systemen mogelijk niet betrouwbaar zijn."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.8","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.6","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.21","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.a4d51e7aa5c4","annexes.a2.3_learning_outcomes|table_cell","LO1.2.04","LO1.2.04"
"doc.annexes.a2.3_learning_outcomes.table_cell.6c7200d3d776","annexes.a2.3_learning_outcomes|table_cell","Recognise that it can be difficult to distinguish between information and content generated by humans and AI systems.","Erkennen dat het moeilijk kan zijn om onderscheid te maken tussen informatie en inhoud gegenereerd door mensen en door AI-systemen."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.9","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.7","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.1","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-Expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.b0640f2f6d3d","annexes.a2.3_learning_outcomes|table_cell","LO1.2.05","LO1.2.05"
"doc.annexes.a2.3_learning_outcomes.table_cell.8f7fabeb965f","annexes.a2.3_learning_outcomes|table_cell","Recognise examples of misinformation, disinformation, and sources of bias.","Voorbeelden van misinformatie, desinformatie en bronnen van bias herkennen."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.10","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.8","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.22","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.a702655ebd60","annexes.a2.3_learning_outcomes|table_cell","LO1.2.06","LO1.2.06"
"doc.annexes.a2.3_learning_outcomes.table_cell.2a583153fa91","annexes.a2.3_learning_outcomes|table_cell","Recognise examples of social media influencing and filter bubbles.","Voorbeelden herkennen van beïnvloeding door sociale media en filterbubbels."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.11","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.9","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.23","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.bc68ac35e75a","annexes.a2.3_learning_outcomes|table_cell","LO1.2.07","LO1.2.07"
"doc.annexes.a2.3_learning_outcomes.table_cell.c488bc929f57","annexes.a2.3_learning_outcomes|table_cell","Make a basic assessment of the reliability and credibility of digital information sources and content.","Een basisbeoordeling maken van de betrouwbaarheid en geloofwaardigheid van digitale informatiebronnen en inhoud."
"doc.annexes.a2.3_learning_outcomes.table_cell.737fe01ceb40.12","annexes.a2.3_learning_outcomes|table_cell","Basic","Basis"
"doc.annexes.a2.3_learning_outcomes.table_cell.9ccc51193e6f.11","annexes.a2.3_learning_outcomes|table_cell","Skill","Vaardigheid"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.24","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.4511bcf14d60","annexes.a2.3_learning_outcomes|table_cell","LO1.2.08","LO1.2.08"
"doc.annexes.a2.3_learning_outcomes.table_cell.9df7b27c973f","annexes.a2.3_learning_outcomes|table_cell","Acknowledge the benefits of questioning the credibility and reliability of information and content and their sources in digital environments.","De voordelen erkennen van het in twijfel trekken van de geloofwaardigheid en betrouwbaarheid van informatie en inhoud en hun bronnen in digitale omgevingen."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.6","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.70d2e7904e30.6","annexes.a2.3_learning_outcomes|table_cell","Attitude","Houding"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.25","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.e0f9b2f553da","annexes.a2.3_learning_outcomes|table_cell","LO1.2.09","LO1.2.09"
"doc.annexes.a2.3_learning_outcomes.table_cell.bd522166fa31","annexes.a2.3_learning_outcomes|table_cell","Recognise potential consequences of misinformation and disinformation in digital environments for oneself and others.","Potentiële gevolgen van misinformatie en desinformatie in digitale omgevingen voor zichzelf en anderen herkennen."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.7","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.10","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.26","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.d614d0cd0d8a","annexes.a2.3_learning_outcomes|table_cell","LO1.2.10","LO1.2.10"
"doc.annexes.a2.3_learning_outcomes.table_cell.356051fb130c","annexes.a2.3_learning_outcomes|table_cell","Describe methods to identify the source of information found online.","Methoden beschrijven om de bron van online gevonden informatie te identificeren."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.8","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.11","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.27","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.05ec2a5ea3d6","annexes.a2.3_learning_outcomes|table_cell","LO1.2.11","LO1.2.11"
"doc.annexes.a2.3_learning_outcomes.table_cell.6315cf1d9c85","annexes.a2.3_learning_outcomes|table_cell","Define the purposes of fact-checking services.","De doelen van factcheck-diensten definiëren."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.9","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.12","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.28","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.8836d9253643","annexes.a2.3_learning_outcomes|table_cell","LO1.2.12","LO1.2.12"
"doc.annexes.a2.3_learning_outcomes.table_cell.23512c582743","annexes.a2.3_learning_outcomes|table_cell","Recognise the concepts and purposes of pre-bunking and de-bunking in digital contexts.","De concepten en doelen van pre-bunking en de-bunking in digitale contexten herkennen."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.10","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.13","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.a89f17af6f31.29","annexes.a2.3_learning_outcomes|table_cell","AI-Implicit","AI-Impliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.3c3f53a869bf","annexes.a2.3_learning_outcomes|table_cell","LO1.2.13","LO1.2.13"
"doc.annexes.a2.3_learning_outcomes.table_cell.3c9f45a180ad","annexes.a2.3_learning_outcomes|table_cell","Recognise that the data used to train AI systems and how they are trained affects the reliability of the information they provide.","Erkennen dat de gegevens die worden gebruikt om AI-systemen te trainen en hoe ze worden getraind de betrouwbaarheid beïnvloeden van de informatie die ze verstrekken."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.11","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.14","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.2","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-Expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.b6682f288f63","annexes.a2.3_learning_outcomes|table_cell","LO1.2.14","LO1.2.14"
"doc.annexes.a2.3_learning_outcomes.table_cell.d54bf6fb874b","annexes.a2.3_learning_outcomes|table_cell","Recognise that some digital technologies, such as AI systems, may function like a ‘black box’, making it difficult to explain why or how an output has been produced.","Erkennen dat sommige digitale technologieën, zoals AI-systemen, kunnen functioneren als een 'black box', waardoor het moeilijk is om uit te leggen waarom of hoe een output is geproduceerd."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.12","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.15","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.3","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-Expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.d12ff6038b9a","annexes.a2.3_learning_outcomes|table_cell","LO1.2.15","LO1.2.15"
"doc.annexes.a2.3_learning_outcomes.table_cell.8488c11a5c8c","annexes.a2.3_learning_outcomes|table_cell","Identify examples of human (cognitive, affective) bias and AI system (data, training) bias in relation to the generation and interpretation of information.","Voorbeelden identificeren van menselijke (cognitieve, affectieve) bias en bias in AI-systemen (gegevens, training) in relatie tot het genereren en interpreteren van informatie."
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.13","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.a2.3_learning_outcomes.table_cell.99a3d093575a.16","annexes.a2.3_learning_outcomes|table_cell","Knowledge","Kennis"
"doc.annexes.a2.3_learning_outcomes.table_cell.f189d8dbcf94.4","annexes.a2.3_learning_outcomes|table_cell","AI-Explicit","AI-Expliciet"
"doc.annexes.a2.3_learning_outcomes.table_cell.891dc7d4f456","annexes.a2.3_learning_outcomes|table_cell","LO1.2.16","LO1.2.16"
"doc.annexes.a2.3_learning_outcomes.table_cell.9e1e051022f9","annexes.a2.3_learning_outcomes|table_cell","Recognise that AI systems may produce output which is inaccurate, even if it may seem plausible.","Erkennen dat AI-systemen output kunnen produceren die onnauwkeurig is, zelfs als deze aannemelijk lijkt."
