"location","context","source","target"
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.105","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.44f3d4e57c9f","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","AI Competence/ AI Literacy","AI-competentie/ AI-geletterdheid"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.b09c21e18ff9","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Widely cited definition and competences for AI literacy, including descriptions of specific competences, considered in gap analysis.","Veel geciteerde definitie en competenties voor AI-geletterdheid, inclusief beschrijvingen van specifieke competenties, meegenomen in de gap-analyse."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.be75d6759180","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Ng et al. (2021)","Ng et al. (2021)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.44f3d4e57c9f.1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","AI Competence/ AI Literacy","AI-competentie/ AI-geletterdheid"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.81ed82b7aa4d","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Exploratory review of 30 sources from 12 countries, 7 in Europe to identify four common elements and describe a taxonomy based on Bloom, considered in approach to integrating AI competence.","Verkennende review van 30 bronnen uit 12 landen, waarvan 7 in Europa, om vier gemeenschappelijke elementen te identificeren en een taxonomie te beschrijven gebaseerd op Bloom; meegenomen in de aanpak voor de integratie van AI-competentie."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.03a98d02a7f4","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Wang et al. (2022)","Wang et al. (2022)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.44f3d4e57c9f.2","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","AI Competence/ AI Literacy","AI-competentie/ AI-geletterdheid"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.ccf39539cbbf","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Definition of AI literacy and 12-item AI literacy scale, considered in gap analysis.","Definitie van AI-geletterdheid en AI-geletterdheidsschaal met 12 items, meegenomen in de gap-analyse."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.a626423f2d3c","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Ehlers et al. (2024)","Ehlers et al. (2024)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.44f3d4e57c9f.3","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","AI Competence/ AI Literacy","AI-competentie/ AI-geletterdheid"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.ae77df8c3f5c","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","AICOMP study and framework - future skills needed for a living and working environment shaped by AI. 12 competence fields are described, considered in gap analysis.","AICOMP-studie en raamwerk – toekomstige vaardigheden die nodig zijn voor een leef- en werkomgeving die gevormd wordt door AI. 12 competentievelden worden beschreven; meegenomen in de gap-analyse."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.66dc15d8a978","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","UNESCO (2022)","UNESCO (2022)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.44f3d4e57c9f.4","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","AI Competence/ AI Literacy","AI-competentie/ AI-geletterdheid"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.0829a3fec8da","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Mapping of government-endorsed AI curricula. Includes definition of AI literacy and 222 learning outcomes which were mapped to DigComp for gap analysis.","In kaart brengen van door de overheid goedgekeurde AI-curricula. Bevat een definitie van AI-geletterdheid en 222 leerresultaten die op DigComp zijn gemapt voor de gap-analyse."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.77325a335bbe","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Di Vinadio et al. (2023)","Di Vinadio et al. (2023)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.44f3d4e57c9f.5","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","AI Competence/ AI Literacy","AI-competentie/ AI-geletterdheid"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.3ca91262d737","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","AI competences for civil servants: 9 competences were extracted for the gap analysis.","AI-competenties voor ambtenaren: 9 competenties werden geëxtraheerd voor de gap-analyse."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.fc7ab89b1438","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Miao et al. (2024)","Miao et al. (2024)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.44f3d4e57c9f.6","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","AI Competence/ AI Literacy","AI-competentie/ AI-geletterdheid"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.cf97d6fa2053","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","AI competency framework students. Contains five principles (critical thinking, human-centred collaboration, climate friendly AI design, transferrable AI foundation for lifelong learning, inclusivity in competence development) and four competence aspects (human-centred mindset, ethics of AI, AI techniques and applications, and AI system design). Considered in approach to integrating AI competence.","AI-competentieraamwerk voor studenten. Bevat vijf principes (kritisch denken, mensgerichte samenwerking, klimaatvriendelijk AI-ontwerp, overdraagbare AI-basis voor levenslang leren, inclusiviteit in competentieontwikkeling) en vier competentieaspecten (mensgerichte mindset, ethiek van AI, AI-technieken en -toepassingen, en AI-systeemontwerp). Meegenomen in de aanpak voor integratie van AI-competentie."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.2f53c0d1e119","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Mills et al. (2024)","Mills et al. (2024)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.44f3d4e57c9f.7","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","AI Competence/ AI Literacy","AI-competentie/ AI-geletterdheid"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.8104e7abf214","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","AI literacy framework whose components cover AI literacy practices, core values, modes of engagement, and types of use. Also considers how AI literacy is connected to digital citizenship, media literacy, data literacy and computational thinking. Considered in gap analysis and approach to integrating AI competence.","AI-geletterdheidsraamwerk waarvan de componenten AI-geletterdheidspraktijken, kernwaarden, vormen van betrokkenheid en soorten gebruik dekken. Ook wordt bekeken hoe AI-geletterdheid verbonden is met digitaal burgerschap, mediageletterdheid, datageletterdheid en computationeel denken. Meegenomen in de gap-analyse en aanpak voor integratie van AI-competentie."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.39d9a3a4697d","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Nárosy et al. (2022)","Nárosy et al. (2022)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.d4704cea9f8b","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Basic digital competence","Digitale basiscompetentie"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.563446e981e4","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","The Austrian adaptation, DigComp 2.3 AT – Area 0 (Foundations, Access and Digital Understanding) – guided the treatment of basic digital competence in DigComp 3.0.","De Oostenrijkse aanpassing, DigComp 2.3 AT – Gebied 0 (Basisprincipes, Toegang en Digitaal Begrip) – stuurde de behandeling van digitale basiscompetentie in DigComp 3.0."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.10eb38944f95","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Kluzer et al. (2019)","Kluzer et al. (2019)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.d4704cea9f8b.1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Basic digital competence","Digitale basiscompetentie"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.7268bec4efa5","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Digital Competence Development System (DCDS) - an ERASMUS+ project focused on developing basic digital competence – guided treatment of basic digital competence in DigComp 3.0. It includes 95 basic-level learning outcomes based on DigComp 2.0/2.1. Used in gap analysis on basic digital competence.","Digital Competence Development System (DCDS) – een ERASMUS+ project gericht op het ontwikkelen van digitale basiscompetentie – stuurde de behandeling van digitale basiscompetentie in DigComp 3.0. Het bevat 95 leerresultaten op basisniveau gebaseerd op DigComp 2.0/2.1. Gebruikt in de gap-analyse over digitale basiscompetentie."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.6d3a19f4676b.1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Authors","Auteurs"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.e5a7029fe3da.1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Theme","Thema"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.a0f3fe44347c.1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Description and relevance to DigComp","Beschrijving en relevantie voor DigComp"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.20871a7d150d","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Eurydice (2022)","Eurydice (2022)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.515188c55f51","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Computational thinking","Computationeel denken"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.c3adab7e054a","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","A European comparative analysis of informatics education at school. Summarises 40 learning outcomes under 10 areas (Data and information, People–system interface, Algorithms, Design and development, Programming, Modelling and simulation, Computing systems, Awareness and empowerment, Networks, Safety and security). Guided treatment of computational thinking in competence 3.4.","Een Europese vergelijkende analyse van informaticaonderwijs op school. Vat 40 leerresultaten samen onder 10 gebieden (Gegevens en informatie, Mens-systeeminterface, Algoritmen, Ontwerp en ontwikkeling, Programmeren, Modellering en simulatie, Computersystemen, Bewustzijn en empowerment, Netwerken, Veiligheid en beveiliging). Stuurde de behandeling van computationeel denken in competentie 3.4."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.2368900335f6","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Bocconi et al. (2022)","Bocconi et al. (2022)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.515188c55f51.1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Computational thinking","Computationeel denken"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.d048ba0b67f3","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","A JRC review of computational thinking in compulsory education, including a literature review, definitions and comparative analysis across 22 EU and 8 non-EU countries. Identifies 32 concepts in relation to algorithms, programming and the relationship between the two. Guided treatment of computational thinking in competence 3.4.","Een JRC-review van computationeel denken in het verplicht onderwijs, inclusief een literatuuronderzoek, definities en vergelijkende analyse in 22 EU- en 8 niet-EU-landen. Identificeert 32 concepten met betrekking tot algoritmen, programmeren en de relatie tussen beide. Stuurde de behandeling van computationeel denken in competentie 3.4."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.30a9a8e3d151","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","OECD (2023)","OECD (2023)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.afb0532acd0f","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Computational Thinking","Computationeel denken"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.4186b42d0c39","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Framework for PISA 2025 - learning in a digital world framework - computational problem-solving competence model. 18 competence statements were extracted for the gap analysis.","Raamwerk voor PISA 2025 – 'leren in een digitale wereld'-raamwerk – competentiemodel voor computationele probleemoplossing. 18 competentiebeschrijvingen werden geëxtraheerd voor de gap-analyse."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.33c1166020a5","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Duckworth & Fraillon (2025)","Duckworth & Fraillon (2025)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.afb0532acd0f.1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Computational Thinking","Computationeel denken"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.6c4fd369fef4","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","ICILS assessment framework - definitions of computer and information literacy, and computational thinking. 25 competence examples were extracted for the gap analysis.","ICILS-beoordelingsraamwerk – definities van computer- en informatiegeletterdheid, en computationeel denken. 25 competentievoorbeelden werden geëxtraheerd voor de gap-analyse."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.f37e4b94abae","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","DALI project consortium (2023)","DALI-projectconsortium (2023)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.681fcf1ae7b5","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Data Literacy and Digital Citizenship","Datageletterdheid en digitaal burgerschap"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.1f33cf8609c6","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","DALI data literacy framework for citizenship - 37 learning objectives were mapped by the JRC to DigComp as part of the gap analysis.","DALI-datageletterdheidsraamwerk voor burgerschap – 37 leerdoelen werden door het JRC op DigComp gemapt als onderdeel van de gap-analyse."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.bde9767719c9","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Gouseti et al. (2021)","Gouseti et al. (2021)"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.0459bd3d027e","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Critical Digital Literacies","Kritische digitale geletterdheden"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.c9b31218ded6","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","DETECT project - critical digital literacies framework for educators: competences are organised in a manner consistent with DigComp. Included in the gap analysis.","DETECT-project – raamwerk voor kritische digitale geletterdheden voor opvoeders: competenties zijn georganiseerd op een manier die consistent is met DigComp. Opgenomen in de gap-analyse."
